studyid,TCid,IPT,author,comparison,VarPair,n_r1,n_t,n_c,rga,yi,vi,CMA_O,CMB_O,CMC_O,CMD_O,CME_O,CML2_O,CML29_O
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,1_ME_3_O,38,NA,NA,-0.1978,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,1_ML2_1_O,39,NA,NA,0.49645,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,1_ML2_3_O,39,NA,NA,0.53725,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,1_O_3_MA,34.66666667,NA,NA,0.24465,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,1_O_3_MB,37,NA,NA,0.03205,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,1_O_3_MD,39,NA,NA,0.113175,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,1_O_3_ME,37,NA,NA,-0.02975,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,1_O_3_ML2,39,NA,NA,0.3724,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_MA_3_MA,34.66666667,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_MA_3_O,34.66666667,NA,NA,0.479166667,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_MB_3_MB,37,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_MB_3_O,37,NA,NA,0.08255,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_MD_3_MD,39,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_MD_3_O,39,NA,NA,0.0291,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_ME_3_ME,37,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_ME_3_O,37,NA,NA,0.07395,NA,NA,0,0,0,0,0,0,0
463,1,0,Lewinsohn et al. (1990),CBT-g + P v. WL,3_ML2_3_O,39,NA,NA,0.29565,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_1_MA,37.33333333,19,18.33333333,0.063418531,0.127382256,0.108901317,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_1_MB,40,21,19,0.049544227,0.099334537,0.100373968,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_1_MD,39.5,20.5,19,-2.91E-06,-0.000121066,0.102229067,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_1_ME,38,20,18,-0.031249237,-0.062615797,0.105607144,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_1_ML2,40,21,19,-0.021927195,-0.044023442,0.100353662,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_3_MA,37.33333333,20,17.33333333,0.246168016,0.513643907,0.112867756,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_3_MB,40,21,19,0.144298673,0.292014946,0.101316536,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_3_MD,39.5,20.5,19,0.074782328,0.168221551,0.105916585,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_3_ME,38,20,18,-0.20155286,-0.412122937,0.107790362,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,0_1_3_ML2,40,21,19,0.070491177,0.142966215,0.100850928,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MA_1_MA,36.33333333,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MA_1_O,36.33333333,NA,NA,0.3722,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MA_3_MA,35,NA,NA,0.543366667,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MA_3_O,36.33333333,NA,NA,0.2422,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MB_1_MB,38,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MB_1_O,38,NA,NA,0.2502,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MB_3_MB,37,NA,NA,0.755,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MB_3_O,38,NA,NA,0.2246,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MD_1_MD,39,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MD_1_O,39,NA,NA,-0.0695,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MD_3_MD,39,NA,NA,0.6931,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_MD_3_O,39,NA,NA,-0.0756,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_ME_1_ME,38,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_ME_1_O,38,NA,NA,-0.06455,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_ME_3_ME,38,NA,NA,0.617,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_ME_3_O,38,NA,NA,-0.0493,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_ML2_1_O,39,NA,NA,0.4005,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_ML2_3_O,39,NA,NA,0.54105,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_O_3_MA,36.5,NA,NA,0.205166667,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_O_3_MB,38,NA,NA,0.2154,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_O_3_MD,39,NA,NA,0.0794,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_O_3_ME,38,NA,NA,0.0263,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,1_O_3_ML2,39,NA,NA,0.3595,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_MA_3_MA,36.66666667,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_MA_3_O,36.66666667,NA,NA,0.456016667,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_MB_3_MB,38,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_MB_3_O,38,NA,NA,0.3596,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_MD_3_MD,39,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_MD_3_O,39,NA,NA,0.07055,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_ME_3_ME,38,NA,NA,1,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_ME_3_O,38,NA,NA,-0.17425,NA,NA,0,0,0,0,0,0,0
463,2,0,Lewinsohn et al. (1990),CBT-g v. WL,3_ML2_3_O,39,NA,NA,0.5347,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,0_1_1_MA,57,29,28,-0.107619394,-0.234019746,0.072567586,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,0_1_1_MB,57,29,28,-0.269306571,-0.559361957,0.072941657,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,0_1_1_ME,57,29,28,-0.151750758,-0.307541816,0.07106078,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,0_1_1_ML2,57,29,28,-0.416878095,-0.917402661,0.077579743,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,0_1_3_MA,57,29,28,-0.11143092,-0.224296096,0.070638676,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,0_1_3_MB,57,29,28,0.205262685,0.419521468,0.071740889,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,0_1_3_ME,57,29,28,-0.038932875,-0.080393832,0.070988754,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,0_1_3_ML2,57,29,28,-0.139500991,-0.281800391,0.070893636,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,1_MA_1_MA,57,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,1_MB_1_MB,57,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,1_ME_1_ME,57,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,1_ML2_1_ML2,57,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,3_MA_3_MA,57,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,3_MB_3_MB,57,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,3_ME_3_ME,57,NA,NA,1,NA,NA,0,0,0,0,0,0,0
586,1,0,Vostanis et al. (1996b),CBT-i v. AP,3_ML2_3_ML2,57,NA,NA,1,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,0_1_1_MA,22,12,10,0.040100448,0.082355893,0.184816839,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,0_1_3_MA,22,12,10,0.385991017,0.880160801,0.204356043,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,1_MA_1_MA,22,NA,NA,1,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,1_MA_1_O,22,NA,NA,0.4285,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,1_MA_3_MA,22,NA,NA,0.7665,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,1_MA_3_O,22,NA,NA,0.347333333,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,1_ME_1_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,1_ML2_1_ML2,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,1_O_3_MA,22,NA,NA,0.366166667,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,3_MA_3_MA,22,NA,NA,1,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,3_MA_3_O,22,NA,NA,0.583,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,3_ME_3_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
593,1,0,Ackerson et al. (1998),CBT-b v. WL,3_ML2_3_ML2,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,0_1_1_MA,20,9,11,-0.148373939,-0.30158094,0.204293979,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,0_1_3_MA,21,10,11,0.094338043,0.189736553,0.191766233,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,1_MA_1_MA,20,NA,NA,1,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,1_MA_1_O,20,NA,NA,0.342,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,1_MA_3_MA,20,NA,NA,0.135,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,1_MA_3_O,20,NA,NA,0.258,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,1_ME_1_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,1_ML2_1_ML2,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,1_O_3_MA,20,NA,NA,0.046,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,3_MA_3_MA,21,NA,NA,1,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,3_MA_3_O,21,NA,NA,0.428,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,3_ME_3_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
711,1,0,De Cuyper et al. (2004),CBT-g v. WL,3_ML2_3_ML2,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_1_MA,99.33333333,49,50.33333333,-0.061234643,-0.122826645,0.040699155,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_1_MB,93,45,48,0.048874728,0.099663631,0.043364782,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_1_MD,114,58,56,-0.013124156,-0.026254614,0.035101545,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_1_ME,93,45,48,-0.002729025,-0.00556565,0.043330116,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_1_ML2,103.5,51.5,52,-0.065348387,-0.131063319,0.03916821,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_3_MA,91,44,47,0.026532492,0.053542493,0.044138284,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_3_MB,91,44,47,-0.130763845,-0.265437667,0.044475822,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_3_ME,91,44,47,0.065875937,0.133503691,0.044256896,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,0_1_3_ML2,91,44,47,0.017435527,0.034895323,0.044010559,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MA_1_MA,92.66667,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MA_1_O,92,NA,NA,0.436333333,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MA_3_MA,86,NA,NA,0.52865,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MA_3_O,87.66666667,NA,NA,0.360266667,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MB_1_MB,93,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MD_1_MD,93,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MD_1_O,92.33333333,NA,NA,0.515333333,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_MD_3_O,88,NA,NA,0.31505,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_ME_1_ME,93,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_ME_1_O,92.33333333,NA,NA,0.412833333,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_ME_3_ME,86,NA,NA,0.3132,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_ME_3_O,88,NA,NA,0.2467,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_ML2_1_ML2,88.5,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_ML2_1_O,87.83333333,NA,NA,0.220183333,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_ML2_3_ML2,66,NA,NA,0.3318,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_ML2_3_O,83.5,NA,NA,0.10015,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_O_3_MA,85.33333333,NA,NA,0.2099,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_O_3_ME,85.33333333,NA,NA,0.294666667,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,1_O_3_ML2,71.33333333,NA,NA,0.181833333,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_MA_3_MA,86,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_MA_3_O,85.5,NA,NA,0.396375,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_MB_3_MB,91,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_MD_3_MD,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_ME_3_ME,86,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_ME_3_O,85.5,NA,NA,0.4319,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_ML2_3_ML2,72,NA,NA,1,NA,NA,0,0,0,0,0,0,0
720,1,0,Rohde et al. (2004),CBT-g v. CM,3_ML2_3_O,71.5,NA,NA,0.1029,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,0_1_1_ML2,38,26.5,11.5,0.080252223,0.173733154,0.129481776,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,0_1_3_ML2,37.5,27,10.5,0.199512378,0.458795286,0.14237398,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,1_MA_1_MA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,1_ME_1_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,1_ML2_1_ML2,38,NA,NA,1,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,1_ML2_1_O,38,NA,NA,0.083933703,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,1_ML2_3_ML2,37,NA,NA,0.711,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,1_ML2_3_O,37,NA,NA,-0.019809797,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,1_O_3_ML2,37.5,NA,NA,0.067818006,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,3_MA_3_MA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,3_ME_3_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,3_ML2_3_ML2,37.5,NA,NA,1,NA,NA,0,0,0,0,0,0,0
801,1,1,Young et al. (2006),IPT-g v. UC,3_ML2_3_O,37.5,NA,NA,0.031889783,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,0_1_1_MA,33.5,18,15.5,-0.027446338,-0.055102139,0.12428073,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,0_1_1_ML2,24.5,14,10.5,0.122546523,0.252951525,0.169056424,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,0_1_3_MA,32,17.5,14.5,0.294697196,0.624136361,0.137656753,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,0_1_3_ML2,26,14,12,0.1549985,0.325467973,0.158596014,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_MA_1_MA,33.5,NA,NA,1,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_MA_1_O,33.5,NA,NA,0.672,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_MA_3_MA,30.5,NA,NA,0.391938825,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_MA_3_O,33.5,NA,NA,0.193778027,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_ME_1_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_ML2_1_ML2,25.5,NA,NA,1,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_ML2_1_O,24.5,NA,NA,0.191983261,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_ML2_3_ML2,20.5,NA,NA,0.609850653,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_ML2_3_O,24.5,NA,NA,0.377219626,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_O_3_MA,32,NA,NA,0.30538546,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,1_O_3_ML2,26,NA,NA,0.2374992,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,3_MA_3_MA,32,NA,NA,1,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,3_MA_3_O,32,NA,NA,-0.032387548,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,3_MC_3_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,3_ME_3_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,3_ML2_3_ML2,25,NA,NA,1,NA,NA,0,0,0,0,0,0,0
811,1,0,Szigethy et al. (2007),CBT-i v. WL,3_ML2_3_O,26,NA,NA,0.309126053,NA,NA,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,0_1_1_MA,220,104,116,0.083208476,0.167245047,0.018299645,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,0_1_3_MA,215,101,114,0.258839298,0.536925739,0.01934336,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,1_MA_1_MA,220,NA,NA,1,NA,NA,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,1_MC_1_MC,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,1_ME_1_ME,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
840,1,0,Yu & Seligman (2002),CBT-g v. WL,1_ML2_1_ML2,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0
